"cancer_type","sample_id","psi"
"ACC","43e715bf-28d9-4b5e-b762-8cd1b69a430e",60
"ACC","93b382e4-9c9a-43f5-bd3b-502cc260b886",46.4285714285714
"ACC","1f39dadd-3655-474e-ba4c-a5bd32c97a8b",80.1470588235294
"ACC","8c8c09b9-ec83-45ec-bc4c-0ba92de60acb",88.2352941176471
"ACC","85a86b91-4f24-4e77-ae2d-520f8e205efc",75.7575757575758
"ACC","ded8acf3-bbd8-46c9-85c9-a9c8f2e2bc0b",81.8181818181818
"ACC","fe298483-c42c-4753-babb-29a9cb1b6312",82.3529411764706
"ACC","f7cb1825-2303-4dd2-ae1f-7205738eaf1f",64.6153846153846
"ACC","e14825e0-0dc7-44c2-b265-f54672356838",84
"ACC","487cade1-d699-4a6c-817a-b9a0ab940c61",83.6065573770492
"ACC","30967f75-8499-47ff-ada4-4dc566013f7b",76.4044943820225
"ACC","af573ec8-e4ee-4b8f-8199-9817b9fac67d",81.1715481171548
"ACC","57e30d4e-abf7-47dd-92be-40ce215076b0",41.3793103448276
"ACC","a26025ac-9f71-4c07-9135-83593193bbb2",51.5789473684211
"ACC","77069279-5a6f-42c0-9aa5-8c939591dfb5",91.6666666666667
"ACC","8ef0039b-d758-46ab-baf7-6a062c7c56ba",87.8787878787879
"ACC","4ff6f2d8-f869-4735-a4d1-1a8423153fbc",91.5966386554622
"ACC","bf6fa8cc-60c1-413a-b2c6-54ccacbc01d6",35.4166666666667
"ACC","1ad72157-a254-44b4-ba58-4f30f1ae910e",60
"ACC","ae6f8b89-85c2-42b7-8d05-afddd4fefd16",79.8941798941799
"ACC","cb0f961c-527d-4a48-9408-286b26bd9532",98.1132075471698
"ACC","899cb9e0-48d0-413d-8566-bc151f146453",98.4771573604061
"ACC","f803ae18-60c5-4cfe-aaab-db33c26a2184",46.6666666666667
"ACC","94fc8991-182b-4b00-9a06-a00e8d3bdcfa",90
"ACC","80275db0-a226-4b6b-a08f-4adbeee1db01",68.8524590163934
"ACC","725bbfb5-26f4-4512-9c75-47d013c1e605",59.375
"ACC","4f5498c4-a423-4b3d-ac98-d4e214a57d0e",63.8888888888889
"ACC","0ea7c916-fa47-489b-bc98-4d9e7d197628",75
"ACC","539c8de3-6152-4671-b96f-ed6dc6dbd22b",66.6666666666667
"ACC","dd4f845b-cad3-44cb-9d96-3c3f5ba1b72d",100
"ACC","53640d52-1167-4a5d-b656-97d32cba3934",72.7272727272727
"ACC","84d25635-2a38-4cfb-bfac-38c007625c42",39.0243902439024
"ACC","3420e573-de12-4ef5-b1c0-2fca904f4f4e",89.0243902439024
"ACC","62945c7a-9313-4fc9-820c-b0ab820b394e",80
"ACC","acd73ce8-afc5-47a0-9383-3cb97f018953",66.4
"ACC","abf1ac12-872a-4c3d-a76c-07bc36a4da5e",62.8571428571429
"ACC","11f1b8ca-07c1-47d2-a3c6-032ffa6a4a64",53.8461538461538
"ACC","048adc6e-8c7e-4875-acee-e4787203c078",25
"ACC","cc8017c7-4128-48da-8e43-503f63158d85",82.1428571428571
"ACC","6f8c6f90-7e3c-4860-91dd-586708de44aa",27.9835390946502
"ACC","8ba9928a-5b93-477f-b4a2-d031b714d9ac",96.4285714285714
"ACC","83286e2d-e708-437a-911a-e6b050273cbd",73.6263736263736
"ACC","da8b577e-43e7-49bf-bf94-868e3194f5c9",72.5663716814159
"ACC","75f7b5e2-6559-4b48-a2a4-287c35c559cc",89.7959183673469
"ACC","3f022cbc-41c8-4387-a6fb-124c4bcd1ad9",94.5454545454545
"ACC","bc2c3248-7fc6-48bc-96c1-45ea573de7dc",68.2926829268293
"ACC","fd445384-6ba9-4297-9d9c-12aba7d645c7",81.25
"ACC","46c7dde5-a2b5-494f-96ae-0b6e2d51b003",86.2745098039216
"ACC","eb8d5168-216e-4abb-8b4e-9e67786cb322",65.8536585365854
"ACC","1f553062-26fd-4a7f-b7fb-81184604f423",64.7668393782383
"ACC","1a09bc4d-ef29-42dd-bb04-a3c264a3032d",90
"ACC","282d390d-8e4e-4a19-b2b7-a6db4bb2d46c",61.2903225806452
"ACC","ee98e1b4-dfb3-4aec-8527-e1fd544c9475",94.8979591836735
"ACC","ef18318d-3d25-4d65-803a-ed6e62871e7e",80
"ACC","ae4bfe63-f0c0-4624-ad97-4f7ff13e2384",88.5714285714286
"ACC","2c80dd72-c9c7-4ac2-812f-9a31ef02779c",87.8787878787879
"ACC","e72cebcb-d686-4b12-bcba-ec8f964330a2",88.135593220339
"ACC","1acb1be0-61f6-4243-bbec-e26a1cf90ca8",67.5213675213675
"ACC","193ccbe6-104f-49b4-bdb2-c82ee36fdaad",61.5384615384615
"ACC","3354212d-a07c-435c-8b0c-9a7baab624b5",88.6792452830189
"ACC","735d1de3-d781-4f89-a395-09974057bbb7",82.5
"ACC","cf96ddd4-dc0a-4341-bde6-4da2cb4978d0",66.6666666666667
"ACC","23c937bb-ba20-4440-b680-914229cc3adf",26
"ACC","e9a7485b-82b6-4bd2-afbb-dd0a82d6cde2",44.758064516129
"ACC","ff34117b-5ee4-4c96-a8a2-2ce6a654cbe5",95.3757225433526
"ACC","2166f56d-54ce-4f1b-8f07-a4e13e4489e9",34.4262295081967
